Proposal,Decision,Ward,View
Diwygio amod 1 o ganiatâd cynllunio rhif C14/1248/11/AM ar gyfer datblygiad preswyl (77 uned) er mwyn ymestyn cyfnod y caniatâd i 2 mlynedd ychwanegol ar gyfer dechrau'r gwaith ar y safle/Amend condition 1 of planning permission ref. C14/1248/11/AM for residential development (77 units) so as to extend the period to commence work on site for an additional 2 years.,,Hirael (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31409
"Ail-fodelu'r to presennol i ffurfio lefel llawr cyntaf newydd gyda newid mewnol ynghyd ag adeiladu garej / tŷ cychod ar wahân newydd
Remodel existing roof to form new first floor level with internal alteration together with the construction of new detached garage / boathouse",Approved with Conditions,Abersoch,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31410
"Ail-ddylunio lleiniau carafannau teithiol presennol, creu 5 llain carafan teithiol ychwanegol a lleoli 8 carafan statig i ddisodli lleiniau carafannau teithiol presennol/ Re-configuration of existing touring caravan pitches, creation of 5 additional touring pitches and siting of 8 static caravans to replace existing touring pitches.",Approved with Conditions,Penisarwaun,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31407
"Cais deiliad ty ar gyfer estyniad to, dymchwel modurdy presennol ar gyfer cael mynediad i gefn yr eiddo ynghyd a newidiadau i'r eiddo / Application for a roof extension, demolition of garage to side to provide access to rear together with renovation of property",Refused,Groeslon,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31404
"Ffurfio estyniad a chyntedd ystafell fwyta newydd gyda tho unllethr newydd wedi'i orchuddio â llechi i ymestyn dros to gwastad presennol i'r gegin a throsi'r to gwastad y cyntedd presennol i do unllethr wedi'i orchuddio â llechi.

Formation of new dining room extension and porch with new slate covered mono-pitch roof to over sail existing flat roof to kitchen and conversion of flat roof to existing porch to slate covered mono-pitch roof",Approved with Conditions,Llanengan,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31406
"Cais i ryddhau amod 3 (gorffeniad allanol) a 9 (cynllun tirlunio) o ganiatâd cynllunio C16/1336/39/LL ar gyfer codi annedd newydd.

Application to discharge conditions 3 (external finishes) and 9 (landscaping plan) of planning permission C16/1336/39/LL for the erection of a new dwelling.",Condition(s) Fully Discharged,Abersoch,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31408
"Cais ar gyfer cyflwyno materion a gadwyd yn ol ar gyfer caniatad cynllunio C18/0710/08/LL sy'n ymwneud a dyluniad, deunyddiau to, triniaeth ffin a draenio/ Application to submit reserved matters application of outline planning permission C18/0710/08/LL which relate to design,  roof materials, boundary treatment and drainage",Approved with Conditions,Penrhyndeudraeth,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31405
Cais ar gyfer newid defnydd adeilad o ddefnydd D2 (hamdden dan do) i ddefnydd B1 (swyddfeydd) / Full planning permission for the change of use from Use Class D2 (Indoor Leisure) to Use Class B1 (Offices),Approved with Conditions,Cadnant (Caernarfon),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31403
Rhyddhau amod rhif 6 o ganiatâd cynllunio C20/0018/13/LL parthed cyflwyno rhaglen gwaith archeolegol/Discharge condition 6 of planning permission C20/0018/13/LL relating to the submission of a programme of archaeological work.,Approved (Without Conditions),Ogwen,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31400
Newidiadau ac estyniadau gan gynnwys gosod ffenestri gromen yn y to/Alterations and extensions including siting of dormer windows in the roof.,Approved with Conditions,Bontnewydd,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31402
Torri a thocio coed sy'n destun gorchymyn gwarchod coed 3/TPO/GCC/17 (ail-gyflwyniad a diweddariad o gais rhif C20/0154/21/CC) / Fell and prune trees subject to tree preservation order 3/TPO/GCC/17 (re-submission and update on application ref. C20/0154/21/CC).,,Arllechwedd,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31399
"Adeiladu sied i storio carafan
Construction of shed to store a caravan",Refused,Llanllyfni,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31401
"Newid defnydd tŷ er ymestyn siop cyfochrog a ffurfio fflat a lloriau uwch.

Change of use from house to extend adjacent shop and form flat on upper floors.",Approved with Conditions,Clynnog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31398
Cais ar gyfer newid defnydd siop (A1) i ddefnydd salon gelf/gofod digwyddiadau (D1) / Application for the change of use from shop (A1) to Art Salon/ Event Space (D1),Approved with Conditions,Seiont (Caernarfon),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31395
Arddangos arwydd ar flaen yr adeilad / Display of sign on front of building,Approved with Conditions,,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31394
"Modurdy dwbl
Double garage",Approved with Conditions,Bowydd & Rhiw,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31393
Addasiadau mewnol ac allanol i drosi'r adeilad yn ol i ddau uned / internal and external alterations to convert the building back into two units,Approved with Conditions,Porthmadog (West),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31397
Newid defnydd llawr daear o ddefnydd swyddfa yn ol i ddau uned byw arwahan (1 uned eisoes ar y safle) / Change of use of ground floor used as an office back into two separate residential units (1 unit already on the site).,Approved with Conditions,Porthmadog (West),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31396
Gosod sied o fewn gardd / Siting of shed in garden,Approved with Conditions,Cwm y Glo,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31483
"Cais deiliad ty ar gyfer dymchwel adeiladau allanol to un-codiad, codi estyniad ochr/cefn unllawr a man newidiadau i'r eiddo / Householder application for the demolition of lean-to outbuildings,  erection of a single storey side/rear extension and minor alterations to dwelling",Approved with Conditions,Tregarth & Mynydd Llandygai,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31392
"Cais i ryddhau amodau ar ganiatâd cynllunio a roddwyd trwy apêl (rhif C17/0565/41/LL - Q6810/A/18/3197028) i gytuno ar fanylion deunyddiau allanol, tirlunio a datganiad dull adeiladu/Application to discharge conditions attached to planning approval allowed on appeal (ref. no. C17/0565/41/LL-APP/Q6810/A/18/3197028) to agree external materials, landscaping and construction method statement.",,Llanystumdwy,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31388
"Amnewid 2 gwlfert presennol am 1 cwlfert mwy
Replace 2 existing culverts with 1 larger culvert",Permission NOT required,Corris / Mawddwy,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31391
Newid defnydd o ystafell arddangos ceir i siop goffi (Defnydd Dosbarth A3)/Change of use from car showroom into a coffee shop (Use Class A3).,Approved with Conditions,Deiniol (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31390
"Trosi allandai i ffurfio dwy uned wyliau hunangynhaliol
Conversion of outbuildings to form two self-serviced holiday lets.",,Llandderfel,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31389
Estyniad ar flaen ty annedd / Extension to front of dwelling house,,Penygroes,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31386
Codi estyniad ar flaen ty annedd / erection of extension to front of dwelling,,Penygroes,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31385
"Modurdy arfaethedig
Proposed garage",Approved with Conditions,Llanuwchllyn,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31383
"Gwaith tocio i ddwy goeden dderw
Lopping work to two oak trees",Approved with Conditions,Porthmadog (West),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31382
Porth car a teras uwchben/Car porch and terrace above.,Approved with Conditions,Garth (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31384
Cais er mwyn codi estyniad unllawr i gefn yr eiddo / Application for the erection of single storey extension to the rear of dwelling,Approved with Conditions,Llanberis,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31387
Newid deunydd edrychiadau allanol y tai/Change external finishes of the dwellings.,Approved (Without Conditions),Ogwen,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31379
Addasiadau mewnol ac allanol i'r adeiladau yn cynnwys gwaith dymchwel / Internal and external alterations to the buildings to include demolition works,Approved with Conditions,Tudweiliog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31381
Estyniad i'r to er mwyn creu ffenestr gromen/Extension to roof to create a dormer window.,Approved with Conditions,Llanrug,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31380
Cais deiliad ty ar gyfer dymchwel ty gwydr cefn a chodi estyniad unllawr to un-codiad yn ei le / Householder application to demolish rear conservatory and erection of a single storey lean-to extension in its place,Approved with Conditions,Glyder (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31377
"Mynedfa newydd arfaethedig

Proposed new access",Approved with Conditions,Llanbedrog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31378
Estyniad i greu lifft ynghyd ag ymestyn y llecyn parcio presennol ar gyfer person gyda anableddau/ Extension to create a lift together with extending the existing parking area for a person with disablities.,Approved with Conditions,Menai (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31376
"Newid defnydd llawr gwaelod o siop trin gwallt i ddefnydd anheddol.

Change of use of ground floor from hairdressers to residential use",Approved with Conditions,Nefyn,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31373
Cais i rhyddhau amodau 3 a 4 o ganiatad cynllunio C19/0524/14/R3 sy'n ymwneud a tirweddu'r datblygiad a ganiateir ar gyfer gosod unedau byw ar y safle / Application to discharge conditions 3 and 4 of planning permisison C19/0524/14/R3 in relatio to landscapong the approved development for the provision of sitin living units on the site,Condition(s) Fully Discharged,Peblig (Caernarfon),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31375
Cais ar gyfer ymestyn cyfnod preswylio gwyliau yn yr unedau carafan statig ar y safle er mwyn gallu eu defnyddio drwy'r flwyddyn ar gyfer gwyliau / Application for the extension of the holiday occupancy season of all of the static caravans on the site to allow their all year-round occupation for holiday purposes,Approved with Conditions,Seiont (Caernarfon),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31374
"Codi estyniad deulawr ochr

Erection of two storey side extension",Approved with Conditions,Llanaelhaearn,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31411
Cais llawn i godi tŷ newydd/Full application for the construction of a new dwelling,Refused,Morfa Nefyn,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31372
Codi modurdy ar wahan/Construction of a detached garage,Approved with Conditions,Tudweiliog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31370
Cais ar gyfer codi estyniad deulawr ar ochr ty fforddiadwy / Application for the erection of two storey side extension on the side of the affordable dwelling,Refused,Clynnog,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31369
Cais ar gyfer dymchwel estyniad unllawr cefn ac ochr a chodi estyniad unllawrto gwastad yn ei le / Application to demolish existing single storey rear and side extension and erection of new single storey flat roofed extension in its place,Approved with Conditions,Dewi (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31368
Cais amlinellol ar gyfer adeiladu 8 uned preswyl (i gynnwys 1 uned fforddiadwy) ynghyd a mynedfa o'r briffordd a ffordd ystad / Outline application for the erection of 8 dwellings (to include 1 affordable) together with access from the highway and estate road,,Llanaelhaearn,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31371
"Cais ar gyfer newid amod 2 o ganiatad cynllunio C20/0115/11/DT er mwyn codi storfa gychod unllawr, cadw ac uwchradiio'r ty gwydr blaen a mewn osod llusern to a chodi estyniad cefn i greu ystafell wely ychwanegol yn lle codi estyniad llawr cyntaf / Application to vary condition 2 of planning permission C20/0115/11/DT in order to erect a single storey boat store extension, retain and upgrade front conservatory and insert roof lantern and erect rear extension to create new bedroom in lieu of a first floor extension",Approved with Conditions,Glyder (Bangor),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31362
"Dymchwel y modurdy ac adeiladu estyniad
Demolish garage and construction of extension",Approved with Conditions,Porthmadog (East),https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31367
"Estyniad unllawr cefn, anecs 1 ystafell wely cysylltiol a modurdy/gweithdy ar wahan 
Single storey rear extension, 1 bedroom attached annexe and detached garage/workshop   ",Approved with Conditions,Llanwnda,https://amg.gwynedd.llyw.cymru/planning/index.html?fa=getApplication&id=31363
